9.663086e+11 1.061203e+12 1.165642e+12 1.280656e+12 1.407409e+12 1.547223e+12 1.701605e+12 1.872285e+12 2.061263e+12 2.270862e+12 2.503808e+12 2.763319e+12 3.053228e+12 3.378140e+12 3.743642e+12 4.156589e+12 4.625516e+12 5.161193e+12 5.777381e+12 6.491732e+12 7.326779e+12 8.310944e+12 9.479687e+12 1.087744e+13 1.256171e+13 1.461136e+13 1.713998e+13 2.031210e+13 2.435560e+13 2.956319e+13 3.628310e+13 4.491169e+13 5.590886e+13 6.984664e+13 8.747425e+13 1.097522e+14 1.378037e+14 1.727682e+14 2.156087e+14 2.669753e+14 3.272119e+14 3.965108e+14 4.751122e+14 5.634024e+14 6.618165e+14 7.705802e+14 8.894402e+14 1.017558e+15 1.153649e+15 1.296316e+15 1.444391e+15 1.597115e+15 1.754056e+15 1.914815e+15 2.078679e+15 2.244385e+15 2.410097e+15 2.573601e+15 2.732615e+15 2.885120e+15 3.029605e+15 3.165194e+15 3.291648e+15 3.409290e+15 3.518879e+15 3.621476e+15 3.718324e+15 3.810750e+15 3.900107e+15 3.987725e+15 4.074894e+15 4.162855e+15 4.252808e+15 4.345915e+15 4.443317e+15 4.546145e+15 4.655538e+15 4.772654e+15 4.898687e+15 5.034882e+15 5.182547e+15 5.343069e+15 5.517929e+15 5.708718e+15 5.917148e+15 6.145076e+15 6.394515e+15 6.667655e+15 6.966885e+15 7.294812e+15 7.654283e+15 8.048415e+15 8.480618e+15 8.954626e+15 9.474533e+15 1.004482e+16 1.067041e+16 1.135669e+16 1.210956e+16 1.293553e+16 1.384168e+16 1.483583e+16 1.592653e+16 1.712317e+16 1.843605e+16 1.987646e+16 2.145679e+16 2.319065e+16 2.509295e+16 2.718006e+16 2.946994e+16 3.198229e+16 3.473873e+16 3.776296e+16 4.108101e+16 4.472143e+16 4.871553e+16 5.309769e+16 5.790559e+16 6.318061e+16 6.896813e+16 7.531795e+16 8.228468e+16 8.992828e+16 9.831450e+16 1.075155e+17 1.176104e+17 1.286861e+17 1.408379e+17 1.541703e+17 1.687980e+17 1.848469e+17 2.024551e+17 2.217740e+17 2.429698e+17 2.662250e+17 2.917395e+17 3.197329e+17 3.504461e+17 3.841432e+17 4.211142e+17 4.616772e+17 5.061811e+17 5.550089e+17 6.085805e+17 6.673570e+17 7.318440e+17 8.025963e+17 8.802227e+17 9.653909e+17
1.065122e+12 1.169547e+12 1.284418e+12 1.410849e+12 1.550088e+12 1.703550e+12 1.872837e+12 2.059781e+12 2.266484e+12 2.495374e+12 2.749279e+12 3.031514e+12 3.346000e+12 3.697406e+12 4.091348e+12 4.534647e+12 5.035689e+12 5.604931e+12 6.255599e+12 7.004598e+12 7.873585e+12 8.890123e+12 1.008885e+13 1.151292e+13 1.321661e+13 1.527100e+13 1.777478e+13 2.087089e+13 2.476498e+13 2.973750e+13 3.614204e+13 4.439327e+13 5.496238e+13 6.840325e+13 8.541602e+13 1.069196e+14 1.340740e+14 1.681974e+14 2.105774e+14 2.622524e+14 3.238850e+14 3.958128e+14 4.782523e+14 5.715173e+14 6.760854e+14 7.924349e+14 9.207252e+14 1.060514e+15 1.210694e+15 1.369720e+15 1.536010e+15 1.708320e+15 1.885882e+15 2.068244e+15 2.254900e+15 2.444904e+15 2.636644e+15 2.827882e+15 3.016018e+15 3.198462e+15 3.373005e+15 3.538068e+15 3.692817e+15 3.837143e+15 3.971553e+15 4.097022e+15 4.214842e+15 4.326485e+15 4.433508e+15 4.537477e+15 4.639931e+15 4.742359e+15 4.846196e+15 4.952833e+15 5.063620e+15 5.179892e+15 5.302975e+15 5.434211e+15 5.574971e+15 5.726673e+15 5.890802e+15 6.068921e+15 6.262693e+15 6.473896e+15 6.704441e+15 6.956394e+15 7.231991e+15 7.533661e+15 7.864049e+15 8.226041e+15 8.622786e+15 9.057728e+15 9.534635e+15 1.005763e+16 1.063123e+16 1.126039e+16 1.195054e+16 1.270761e+16 1.353814e+16 1.444928e+16 1.544887e+16 1.654552e+16 1.774866e+16 1.906866e+16 2.051687e+16 2.210576e+16 2.384899e+16 2.576157e+16 2.785995e+16 3.016219e+16 3.268809e+16 3.545939e+16 3.849993e+16 4.183587e+16 4.549592e+16 4.951156e+16 5.391733e+16 5.875116e+16 6.405461e+16 6.987333e+16 7.625737e+16 8.326165e+16 9.094645e+16 9.937787e+16 1.086285e+17 1.187778e+17 1.299132e+17 1.421305e+17 1.555347e+17 1.702413e+17 1.863767e+17 2.040797e+17 2.235028e+17 2.448128e+17 2.681933e+17 2.938454e+17 3.219897e+17 3.528684e+17 3.867471e+17 4.239174e+17 4.646990e+17 5.094428e+17 5.585337e+17 6.123941e+17 6.714874e+17 7.363220e+17 8.074556e+17 8.855003e+17 9.711276e+17 1.065074e+18
1.174336e+12 1.289305e+12 1.415726e+12 1.554799e+12 1.707873e+12 1.876466e+12 2.062290e+12 2.267294e+12 2.493701e+12 2.744064e+12 3.021336e+12 3.328958e+12 3.670965e+12 4.052130e+12 4.478145e+12 4.955860e+12 5.493607e+12 6.101647e+12 6.792802e+12 7.583315e+12 8.493953e+12 9.551278e+12 1.078897e+13 1.224923e+13 1.398459e+13 1.606152e+13 1.856812e+13 2.162818e+13 2.542151e+13 3.020447e+13 3.632077e+13 4.419592e+13 5.432291e+13 6.726292e+13 8.368587e+13 1.044506e+14 1.306820e+14 1.637732e+14 2.052593e+14 2.565812e+14 3.188448e+14 3.927168e+14 4.785314e+14 5.765463e+14 6.871702e+14 8.109810e+14 9.484830e+14 1.099726e+15 1.264022e+15 1.439948e+15 1.625669e+15 1.819424e+15 2.019902e+15 2.226332e+15 2.438224e+15 2.654919e+15 2.875166e+15 3.096932e+15 3.317514e+15 3.533880e+15 3.743116e+15 3.942826e+15 4.131386e+15 4.308040e+15 4.472845e+15 4.626534e+15 4.770338e+15 4.905819e+15 5.034717e+15 5.158848e+15 5.280029e+15 5.400038e+15 5.520596e+15 5.643364e+15 5.769954e+15 5.901942e+15 6.040887e+15 6.188349e+15 6.345910e+15 6.515198e+15 6.697899e+15 6.895783e+15 7.110722e+15 7.344709e+15 7.599883e+15 7.878543e+15 8.183177e+15 8.516482e+15 8.881390e+15 9.281098e+15 9.719089e+15 1.019917e+16 1.072551e+16 1.130267e+16 1.193562e+16 1.262985e+16 1.339133e+16 1.422663e+16 1.514296e+16 1.614821e+16 1.725103e+16 1.846091e+16 1.978828e+16 2.124456e+16 2.284228e+16 2.459519e+16 2.651837e+16 2.862838e+16 3.094337e+16 3.348325e+16 3.626989e+16 3.932725e+16 4.268164e+16 4.636193e+16 5.039977e+16 5.482990e+16 5.969045e+16 6.502322e+16 7.087410e+16 7.729343e+16 8.433644e+16 9.206371e+16 1.005417e+17 1.098434e+17 1.200489e+17 1.312458e+17 1.435306e+17 1.570090e+17 1.717968e+17 1.880214e+17 2.058223e+17 2.253527e+17 2.467806e+17 2.702903e+17 2.960841e+17 3.243840e+17 3.554333e+17 3.894993e+17 4.268751e+17 4.678821e+17 5.128732e+17 5.622354e+17 6.163935e+17 6.758134e+17 7.410063e+17 8.125331e+17 8.910092e+17 9.771097e+17 1.071575e+18 1.175219e+18
1.295030e+12 1.421665e+12 1.560864e+12 1.713932e+12 1.882327e+12 2.067684e+12 2.271842e+12 2.496884e+12 2.745171e+12 3.019406e+12 3.322692e+12 3.658620e+12 4.031374e+12 4.445868e+12 4.907915e+12 5.424454e+12 6.003845e+12 6.656266e+12 7.394282e+12 8.233619e+12 9.194235e+12 1.030163e+13 1.158837e+13 1.309559e+13 1.487466e+13 1.698958e+13 1.952197e+13 2.258135e+13 2.632332e+13 3.097383e+13 3.685142e+13 4.437559e+13 5.405658e+13 6.647997e+13 8.231593e+13 1.023781e+14 1.277215e+14 1.597190e+14 2.000338e+14 2.504388e+14 3.125296e+14 3.874691e+14 4.759204e+14 5.782213e+14 6.946932e+14 8.258628e+14 9.724130e+14 1.134847e+15 1.313049e+15 1.506020e+15 1.711969e+15 1.928755e+15 2.154436e+15 2.387655e+15 2.627638e+15 2.873828e+15 3.125349e+15 3.380565e+15 3.636939e+15 3.891230e+15 4.139933e+15 4.379797e+15 4.608249e+15 4.823653e+15 5.025368e+15 5.213664e+15 5.389547e+15 5.554555e+15 5.710559e+15 5.859612e+15 6.003828e+15 6.145314e+15 6.286126e+15 6.428251e+15 6.573617e+15 6.724094e+15 6.881522e+15 7.047727e+15 7.224546e+15 7.413851e+15 7.617570e+15 7.837713e+15 8.076396e+15 8.335859e+15 8.618497e+15 8.926878e+15 9.263772e+15 9.632179e+15 1.003535e+16 1.047683e+16 1.096048e+16 1.149051e+16 1.207152e+16 1.270855e+16 1.340712e+16 1.417326e+16 1.501357e+16 1.593532e+16 1.694645e+16 1.805567e+16 1.927254e+16 2.060752e+16 2.207213e+16 2.367895e+16 2.544183e+16 2.737594e+16 2.949792e+16 3.182602e+16 3.438029e+16 3.718269e+16 4.025734e+16 4.363071e+16 4.733179e+16 5.139246e+16 5.584763e+16 6.073564e+16 6.609854e+16 7.198248e+16 7.843807e+16 8.552086e+16 9.329179e+16 1.018177e+17 1.111720e+17 1.214350e+17 1.326952e+17 1.450494e+17 1.586039e+17 1.734753e+17 1.897916e+17 2.076930e+17 2.273337e+17 2.488826e+17 2.725251e+17 2.984646e+17 3.269244e+17 3.581491e+17 3.924076e+17 4.299944e+17 4.712330e+17 5.164783e+17 5.661194e+17 6.205834e+17 6.803389e+17 7.459001e+17 8.178310e+17 8.967503e+17 9.833372e+17 1.078337e+18 1.182566e+18 1.296921e+18
1.428396e+12 1.567931e+12 1.721267e+12 1.889821e+12 2.075174e+12 2.279095e+12 2.503567e+12 2.750823e+12 3.023388e+12 3.324133e+12 3.656338e+12 4.023777e+12 4.430817e+12 4.882550e+12 5.384956e+12 5.945121e+12 6.571504e+12 7.274309e+12 8.065979e+12 8.961902e+12 9.981381e+12 1.114894e+13 1.249589e+13 1.406212e+13 1.589782e+13 1.806554e+13 2.064335e+13 2.373170e+13 2.746722e+13 3.204571e+13 3.775067e+13 4.497648e+13 5.423303e+13 6.613027e+13 8.136364e+13 1.007363e+14 1.252402e+14 1.561717e+14 1.952004e+14 2.442984e+14 3.054955e+14 3.805390e+14 4.706359e+14 5.764394e+14 6.983043e+14 8.366432e+14 9.921254e+14 1.165536e+15 1.357336e+15 1.567177e+15 1.793673e+15 2.034616e+15 2.287537e+15 2.550332e+15 2.821609e+15 3.100587e+15 3.386600e+15 3.678479e+15 3.974105e+15 4.270338e+15 4.563328e+15 4.849057e+15 5.123927e+15 5.385210e+15 5.631292e+15 5.861701e+15 6.076973e+15 6.278445e+15 6.468010e+15 6.647904e+15 6.820537e+15 6.988372e+15 7.153849e+15 7.319343e+15 7.487157e+15 7.659523e+15 7.838621e+15 8.026597e+15 8.225597e+15 8.437786e+15 8.665378e+15 8.910667e+15 9.176050e+15 9.464055e+15 9.777368e+15 1.011887e+16 1.049164e+16 1.089902e+16 1.134464e+16 1.183240e+16 1.236661e+16 1.295191e+16 1.359340e+16 1.429665e+16 1.506775e+16 1.591337e+16 1.684081e+16 1.785808e+16 1.897396e+16 2.019805e+16 2.154091e+16 2.301410e+16 2.463030e+16 2.640344e+16 2.834877e+16 3.048303e+16 3.282460e+16 3.539362e+16 3.821219e+16 4.130458e+16 4.469738e+16 4.841979e+16 5.250384e+16 5.698467e+16 6.190082e+16 6.729460e+16 7.321241e+16 7.970516e+16 8.682872e+16 9.464437e+16 1.032194e+17 1.126274e+17 1.229496e+17 1.342746e+17 1.466999e+17 1.603324e+17 1.752894e+17 1.916995e+17 2.097040e+17 2.294577e+17 2.511306e+17 2.749092e+17 3.009980e+17 3.296215e+17 3.610259e+17 3.954815e+17 4.332846e+17 4.747606e+17 5.202662e+17 5.701929e+17 6.249704e+17 6.850698e+17 7.510083e+17 8.233530e+17 9.027266e+17 9.898117e+17 1.085358e+18 1.190187e+18 1.305200e+18 1.431388e+18
1.575749e+12 1.729548e+12 1.898516e+12 2.084199e+12 2.288317e+12 2.512786e+12 2.759752e+12 3.031620e+12 3.331100e+12 3.661257e+12 4.025579e+12 4.428051e+12 4.873260e+12 5.366519e+12 5.914023e+12 6.523059e+12 7.202256e+12 7.961936e+12 8.814553e+12 9.775330e+12 1.086312e+13 1.210163e+13 1.352098e+13 1.515963e+13 1.706638e+13 1.930246e+13 2.194401e+13 2.508641e+13 2.885368e+13 3.341678e+13 3.902221e+13 4.602496e+13 5.491145e+13 6.629884e+13 8.091442e+13 9.958472e+13 1.232760e+14 1.532020e+14 1.909543e+14 2.385541e+14 2.983234e+14 3.725640e+14 4.631672e+14 5.713688e+14 6.978099e+14 8.428822e+14 1.007124e+15 1.191369e+15 1.396492e+15 1.622857e+15 1.869797e+15 2.135460e+15 2.417166e+15 2.712113e+15 3.018049e+15 3.333567e+15 3.657862e+15 3.990102e+15 4.328724e+15 4.671011e+15 5.013119e+15 5.350511e+15 5.678619e+15 5.993495e+15 6.292286e+15 6.573450e+15 6.836741e+15 7.083030e+15 7.314043e+15 7.532094e+15 7.739841e+15 7.940110e+15 8.135764e+15 8.329626e+15 8.524446e+15 8.722890e+15 8.927549e+15 9.140964e+15 9.365648e+15 9.604122e+15 9.858941e+15 1.013273e+16 1.042823e+16 1.074828e+16 1.109592e+16 1.147437e+16 1.188709e+16 1.233780e+16 1.283051e+16 1.336960e+16 1.395980e+16 1.460629e+16 1.531469e+16 1.609118e+16 1.694247e+16 1.787595e+16 1.889969e+16 2.002252e+16 2.125412e+16 2.260513e+16 2.408719e+16 2.571305e+16 2.749673e+16 2.945358e+16 3.160044e+16 3.395579e+16 3.653991e+16 3.937504e+16 4.248556e+16 4.589825e+16 4.964246e+16 5.375042e+16 5.825747e+16 6.320239e+16 6.862772e+16 7.458014e+16 8.111086e+16 8.827607e+16 9.613742e+16 1.047625e+17 1.142256e+17 1.246081e+17 1.359994e+17 1.484973e+17 1.622095e+17 1.772539e+17 1.937599e+17 2.118697e+17 2.317389e+17 2.535385e+17 2.774561e+17 3.036974e+17 3.324882e+17 3.640762e+17 3.987333e+17 4.367574e+17 4.784758e+17 5.242475e+17 5.744661e+17 6.295638e+17 6.900145e+17 7.563385e+17 8.291062e+17 9.089437e+17 9.965379e+17 1.092643e+18 1.198084e+18 1.313770e+18 1.440696e+18 1.579953e+18
1.738537e+12 1.908103e+12 2.094354e+12 2.298979e+12 2.523852e+12 2.771058e+12 3.042921e+12 3.342042e+12 3.671340e+12 4.034105e+12 4.434058e+12 4.875436e+12 5.363081e+12 5.902571e+12 6.500368e+12 7.164015e+12 7.902384e+12 8.725997e+12 9.647442e+12 1.068193e+13 1.184810e+13 1.316905e+13 1.467390e+13 1.639969e+13 1.839357e+13 2.071526e+13 2.343938e+13 2.665865e+13 3.048983e+13 3.508657e+13 4.066327e+13 4.753033e+13 5.613107e+13 6.706298e+13 8.107014e+13 9.901802e+13 1.218906e+14 1.508554e+14 1.874011e+14 2.334792e+14 2.915234e+14 3.642461e+14 4.542318e+14 5.635029e+14 6.933075e+14 8.442777e+14 1.016871e+15 1.211789e+15 1.430051e+15 1.672596e+15 1.939614e+15 2.230019e+15 2.541405e+15 2.870575e+15 3.214389e+15 3.570475e+15 3.937421e+15 4.314374e+15 4.700251e+15 5.092978e+15 5.489110e+15 5.883980e+15 6.272289e+15 6.648883e+15 7.009478e+15 7.351132e+15 7.672439e+15 7.973450e+15 8.255444e+15 8.520614e+15 8.771762e+15 9.012039e+15 9.244748e+15 9.473215e+15 9.700709e+15 9.930414e+15 1.016542e+16 1.040874e+16 1.066333e+16 1.093215e+16 1.121816e+16 1.152438e+16 1.185394e+16 1.221007e+16 1.259621e+16 1.301597e+16 1.347322e+16 1.397213e+16 1.451716e+16 1.511318e+16 1.576545e+16 1.647969e+16 1.726215e+16 1.811965e+16 1.905962e+16 2.009023e+16 2.122039e+16 2.245987e+16 2.381935e+16 2.531058e+16 2.694641e+16 2.874093e+16 3.070960e+16 3.286937e+16 3.523884e+16 3.783840e+16 4.069043e+16 4.381947e+16 4.725244e+16 5.101890e+16 5.515125e+16 5.968504e+16 6.465928e+16 7.011677e+16 7.610448e+16 8.267390e+16 8.988157e+16 9.778950e+16 1.064657e+17 1.159849e+17 1.264289e+17 1.378876e+17 1.504595e+17 1.642529e+17 1.793865e+17 1.959903e+17 2.142073e+17 2.341942e+17 2.561229e+17 2.801822e+17 3.065789e+17 3.355403e+17 3.673154e+17 4.021777e+17 4.404270e+17 4.823926e+17 5.284353e+17 5.789514e+17 6.343754e+17 6.951842e+17 7.619010e+17 8.350997e+17 9.154101e+17 1.003523e+18 1.100197e+18 1.206263e+18 1.322634e+18 1.450312e+18 1.590394e+18 1.744086e+18
1.918358e+12 2.105350e+12 2.310705e+12 2.536271e+12 2.784094e+12 3.056446e+12 3.355854e+12 3.685139e+12 4.047456e+12 4.446345e+12 4.885800e+12 5.370340e+12 5.905111e+12 6.496000e+12 7.149788e+12 7.874340e+12 8.678837e+12 9.574088e+12 1.057292e+13 1.169069e+13 1.294600e+13 1.436164e+13 1.596597e+13 1.779476e+13 1.989351e+13 2.232008e+13 2.514742e+13 2.846646e+13 3.239019e+13 3.706191e+13 4.267255e+13 4.949163e+13 5.790970e+13 6.847875e+13 8.192958e+13 9.915600e+13 1.211866e+14 1.491958e+14 1.846004e+14 2.292298e+14 2.854701e+14 3.562344e+14 4.446650e+14 5.536333e+14 6.852736e+14 8.408310e+14 1.020939e+15 1.226159e+15 1.457402e+15 1.715883e+15 2.002557e+15 2.317349e+15 2.658635e+15 3.023361e+15 3.407772e+15 3.808403e+15 4.222786e+15 4.649516e+15 5.087643e+15 5.535729e+15 5.991044e+15 6.449264e+15 6.904777e+15 7.351441e+15 7.783496e+15 8.196338e+15 8.586995e+15 8.954269e+15 9.298596e+15 9.621747e+15 9.926469e+15 1.021613e+16 1.049446e+16 1.076531e+16 1.103255e+16 1.129994e+16 1.157119e+16 1.184988e+16 1.213951e+16 1.244356e+16 1.276547e+16 1.310875e+16 1.347698e+16 1.387385e+16 1.430326e+16 1.476928e+16 1.527627e+16 1.582887e+16 1.643208e+16 1.709130e+16 1.781239e+16 1.860169e+16 1.946614e+16 2.041327e+16 2.145132e+16 2.258932e+16 2.383711e+16 2.520549e+16 2.670628e+16 2.835242e+16 3.015813e+16 3.213895e+16 3.431196e+16 3.669587e+16 3.931120e+16 4.218048e+16 4.532840e+16 4.878206e+16 5.257116e+16 5.672833e+16 6.128934e+16 6.629342e+16 7.178363e+16 7.780722e+16 8.441601e+16 9.166686e+16 9.962215e+16 1.083503e+17 1.179265e+17 1.284330e+17 1.399603e+17 1.526076e+17 1.664836e+17 1.817077e+17 1.984109e+17 2.167370e+17 2.368435e+17 2.589035e+17 2.831068e+17 3.096616e+17 3.387963e+17 3.707617e+17 4.058327e+17 4.443110e+17 4.865278e+17 5.328461e+17 5.836646e+17 6.394204e+17 7.005933e+17 7.677094e+17 8.413464e+17 9.221376e+17 1.010778e+18 1.108031e+18 1.214732e+18 1.331800e+18 1.460242e+18 1.601162e+18 1.755774e+18 1.925408e+18
2.116972e+12 2.323219e+12 2.549686e+12 2.798397e+12 3.071591e+12 3.371747e+12 3.701621e+12 4.064276e+12 4.463135e+12 4.902022e+12 5.385237e+12 5.917626e+12 6.504679e+12 7.152647e+12 7.868686e+12 8.661045e+12 9.539291e+12 1.051461e+13 1.160016e+13 1.281159e+13 1.416766e+13 1.569107e+13 1.740977e+13 1.935856e+13 2.158140e+13 2.413417e+13 2.708780e+13 3.053139e+13 3.457569e+13 3.935856e+13 4.505629e+13 5.190702e+13 6.025003e+13 7.057613e+13 8.357019e+13 1.001223e+14 1.213025e+14 1.483329e+14 1.826196e+14 2.258892e+14 2.803914e+14 3.490338e+14 4.352801e+14 5.427382e+14 6.745624e+14 8.329751e+14 1.019205e+15 1.233909e+15 1.477802e+15 1.752048e+15 2.058057e+15 2.396737e+15 2.767622e+15 3.168421e+15 3.595333e+15 4.044017e+15 4.510701e+15 4.992857e+15 5.489082e+15 5.998257e+15 6.518458e+15 7.046126e+15 7.575886e+15 8.101050e+15 8.614564e+15 9.110043e+15 9.582601e+15 1.002931e+16 1.044926e+16 1.084338e+16 1.121404e+16 1.156464e+16 1.189920e+16 1.222212e+16 1.253788e+16 1.285097e+16 1.316577e+16 1.348656e+16 1.381749e+16 1.416265e+16 1.452611e+16 1.491193e+16 1.532423e+16 1.576727e+16 1.624546e+16 1.676341e+16 1.732602e+16 1.793852e+16 1.860648e+16 1.933593e+16 2.013338e+16 2.100589e+16 2.196113e+16 2.300746e+16 2.415401e+16 2.541075e+16 2.678858e+16 2.829942e+16 2.995634e+16 3.177363e+16 3.376700e+16 3.595361e+16 3.835232e+16 4.098378e+16 4.387067e+16 4.703783e+16 5.051253e+16 5.432468e+16 5.850708e+16 6.309573e+16 6.813012e+16 7.365356e+16 7.971358e+16 8.636232e+16 9.365699e+16 1.016603e+17 1.104413e+17 1.200753e+17 1.306452e+17 1.422421e+17 1.549658e+17 1.689255e+17 1.842416e+17 2.010457e+17 2.194824e+17 2.397103e+17 2.619035e+17 2.862529e+17 3.129680e+17 3.422786e+17 3.744369e+17 4.097197e+17 4.484303e+17 4.909019e+17 5.374999e+17 5.886252e+17 6.447176e+17 7.062598e+17 7.737812e+17 8.478626e+17 9.291416e+17 1.018317e+18 1.116157e+18 1.223502e+18 1.341277e+18 1.470494e+18 1.612266e+18 1.767811e+18 1.938469e+18 2.125707e+18
2.336322e+12 2.563840e+12 2.813634e+12 3.087921e+12 3.389154e+12 3.720044e+12 4.083601e+12 4.483162e+12 4.922444e+12 5.405596e+12 5.937262e+12 6.522657e+12 7.167665e+12 7.878955e+12 8.664122e+12 9.531867e+12 1.049222e+13 1.155683e+13 1.273932e+13 1.405572e+13 1.552513e+13 1.717042e+13 1.901940e+13 2.110629e+13 2.347383e+13 2.617605e+13 2.928160e+13 3.287734e+13 3.707201e+13 4.200053e+13 4.783132e+13 5.478199e+13 6.315041e+13 7.336416e+13 8.603886e+13 1.020210e+14 1.223901e+14 1.484236e+14 1.815740e+14 2.235318e+14 2.764087e+14 3.429706e+14 4.267449e+14 5.318205e+14 6.623001e+14 8.216081e+14 1.012026e+15 1.234760e+15 1.490523e+15 1.780245e+15 2.105387e+15 2.467537e+15 2.867461e+15 3.304150e+15 3.774499e+15 4.273870e+15 4.797313e+15 5.340785e+15 5.901732e+15 6.478731e+15 7.070399e+15 7.674152e+15 8.285399e+15 8.897529e+15 9.502644e+15 1.009270e+16 1.066070e+16 1.120153e+16 1.171238e+16 1.219276e+16 1.264420e+16 1.306978e+16 1.347366e+16 1.386065e+16 1.423590e+16 1.460463e+16 1.497205e+16 1.534323e+16 1.572313e+16 1.611659e+16 1.652839e+16 1.696328e+16 1.742605e+16 1.792159e+16 1.845492e+16 1.903131e+16 1.965629e+16 2.033571e+16 2.107584e+16 2.188340e+16 2.276565e+16 2.373043e+16 2.478627e+16 2.594244e+16 2.720903e+16 2.859709e+16 3.011868e+16 3.178697e+16 3.361641e+16 3.562280e+16 3.782347e+16 4.023739e+16 4.288538e+16 4.579025e+16 4.897703e+16 5.247316e+16 5.630872e+16 6.051676e+16 6.513347e+16 7.019859e+16 7.575572e+16 8.185266e+16 8.854188e+16 9.588094e+16 1.039330e+17 1.127673e+17 1.224599e+17 1.330941e+17 1.447615e+17 1.575624e+17 1.716070e+17 1.870161e+17 2.039223e+17 2.224711e+17 2.428219e+17 2.651499e+17 2.896473e+17 3.165247e+17 3.460134e+17 3.783671e+17 4.138642e+17 4.528100e+17 4.955397e+17 5.424208e+17 5.938567e+17 6.502899e+17 7.122060e+17 7.801375e+17 8.546691e+17 9.364418e+17 1.026159e+18 1.124593e+18 1.232591e+18 1.351081e+18 1.481083e+18 1.623716e+18 1.780207e+18 1.951901e+18 2.140277e+18 2.346954e+18
