 482  1.428172e+000
 1.6883974016657256e-008  2.2233047598317634e-002  8.8412352179079744e+034  7.2946749910650525e+014 -4.0319895660713373e-001  4.0651291213233753e-001  3.0608080529647311e-002  1.7670470900378234e-002
 2.1463658021640775e-008  2.4084745273324788e-002  8.8412250515439624e+034  7.2946718681209375e+014 -4.0319881996702051e-001  4.0651275817783034e-001  3.0608057499358056e-002  1.7670451625558609e-002
 2.7285538334511177e-008  2.6090657914043278e-002  8.8412131212731880e+034  7.2946682033307600e+014 -4.0319865961918516e-001  4.0651257751143782e-001  3.0608030473213164e-002  1.7670429006476245e-002
 3.4686540425017360e-008  2.8263627597437016e-002  8.8411991210641890e+034  7.2946639026853725e+014 -4.0319847145039034e-001  4.0651236549869385e-001  3.0607998757944677e-002  1.7670402462913307e-002
 4.4094971056373053e-008  3.0617565427372685e-002  8.8411826917954437e+034  7.2946588558666775e+014 -4.0319825063382425e-001  4.0651211670113058e-001  3.0607961540016465e-002  1.7670371313996250e-002
 5.6055300734216746e-008  3.3167540421021768e-002  8.8411634120471730e+034  7.2946529334188450e+014 -4.0319799150533170e-001  4.0651182473682096e-001  3.0607917864764356e-002  1.7670334760737417e-002
 7.1259666087496317e-008  3.5929875757752160e-002  8.8411407872970900e+034  7.2946459834291212e+014 -4.0319768741818690e-001  4.0651148211674726e-001  3.0607866611920123e-002  1.7670291865550882e-002
 9.0587913832890917e-008  3.8922252992703188e-002  8.8411142372429723e+034  7.2946378276331187e+014 -4.0319733057269025e-001  4.0651108005279563e-001  3.0607806466892203e-002  1.7670241528216529e-002
 1.1515850154308920e-007  4.2163824884409812e-002  8.8410830809286379e+034  7.2946282568452200e+014 -4.0319691181623013e-001  4.0651060823247748e-001  3.0607735887069873e-002  1.7670182457679696e-002
 1.4639319761633321e-007  4.5675337536135910e-002  8.8410465192923675e+034  7.2946170255969825e+014 -4.0319642040869641e-001  4.0651005455460498e-001  3.0607653062288079e-002  1.7670113138963685e-002
 1.8609931973774979e-007  4.9479262604032195e-002  8.8410036146923505e+034  7.2946038458466237e+014 -4.0319584374725065e-001  4.0650940481917003e-001  3.0607555868443815e-002  1.7670031794350893e-002
 2.3657426356824551e-007  5.3599940381839552e-002  8.8409532668862869e+034  7.2945883795989012e+014 -4.0319516704342306e-001  4.0650864236350226e-001  3.0607441813078982e-002  1.7669936337841127e-002
 3.0073835956565406e-007  5.8063734631521820e-002  8.8408941848527054e+034  7.2945702302470912e+014 -4.0319437294429594e-001  4.0650774763542208e-001  3.0607307971542579e-002  1.7669824321725633e-002
 3.8230372953983273e-007  6.2899200091746710e-002  8.8408248537356318e+034  7.2945489324161600e+014 -4.0319344108811389e-001  4.0650669769249859e-001  3.0607150912103972e-002  1.7669692873915430e-002
 4.8598888937519390e-007  6.8137263661198905e-002  8.8407434960716218e+034  7.2945239400485362e+014 -4.0319234758300299e-001  4.0650546561465650e-001  3.0606966608112161e-002  1.7669538624428473e-002
 6.1779147899403323e-007  7.3811420320816515e-002  8.8406480263138102e+034  7.2944946124294100e+014 -4.0319106439553726e-001  4.0650401981518997e-001  3.0606750334967715e-002  1.7669357619168369e-002
 7.8533484546289726e-007  7.9957944927430039e-002  8.8405359974986940e+034  7.2944601977963962e+014 -4.0318955863362244e-001  4.0650232323266672e-001  3.0606496549291953e-002  1.7669145218805110e-002
 9.9830845061381321e-007  8.6616121079918909e-002  8.8404045387053572e+034  7.2944198141180937e+014 -4.0318779170551267e-001  4.0650033238323063e-001  3.0606198747232530e-002  1.7668895980198041e-002
 1.2690274617039759e-006  9.3828488326432730e-002  8.8402502817270277e+034  7.2943724265550487e+014 -4.0318571833367900e-001  4.0649799624930999e-001  3.0605849298325157e-002  1.7668603517364666e-002
 1.6131437172984922e-006  1.0164110904550344e-001  8.8400692751068508e+034  7.2943168210340762e+014 -4.0318328539863524e-001  4.0649525497665812e-001  3.0605439250720914e-002  1.7668260338491025e-002
 2.0505489258679424e-006  1.1010385639240190e-001  8.8398568833782693e+034  7.2942515732705237e+014 -4.0318043058361674e-001  4.0649203834690228e-001  3.0604958102884695e-002  1.7667857654888250e-002
 2.6065219376170154e-006  1.1927072475142030e-001  8.8396076689887495e+034  7.2941750124613450e+014 -4.0317708078610703e-001  4.0648826398725563e-001  3.0604393536047551e-002  1.7667385157114527e-002
 3.3131858434611649e-006  1.2920016417039892e-001  8.8393152539638790e+034  7.2940851787412725e+014 -4.0317315025651451e-001  4.0648383527259868e-001  3.0603731100739873e-002  1.7666830752681082e-002
 4.2113582698722950e-006  1.3995544026991366e-001  8.8389721578829837e+034  7.2939797733436850e+014 -4.0316853841769562e-001  4.0647863886769431e-001  3.0602953849628477e-002  1.7666180258839818e-002
 5.3529005230748738e-006  1.5160502110853691e-001  8.8385696081732451e+034  7.2938561002326475e+014 -4.0316312731137771e-001  4.0647254184863973e-001  3.0602041907600113e-002  1.7665417042879532e-002
 6.8036994048180209e-006  1.6422299243780489e-001  8.8380973180819348e+034  7.2937109977710987e+014 -4.0315677860870769e-001  4.0646538833269463e-001  3.0600971968560976e-002  1.7664521601129322e-002
 8.6474510924258202e-006  1.7788950268354198e-001  8.8375432269398899e+034  7.2935407587572225e+014 -4.0314933011199744e-001  4.0645699553410336e-001  3.0599716706726766e-002  1.7663471066451716e-002
 1.0990461339547156e-005  1.9269123882827041e-001  8.8368931964804948e+034  7.2933410368954925e+014 -4.0314059166308719e-001  4.0644714915036784e-001  3.0598244088243548e-002  1.7662238632396181e-002
 1.3967732759444883e-005  2.0872193412261383e-001  8.8361306560066782e+034  7.2931067374634862e+014 -4.0313034036045603e-001  4.0643559796830381e-001  3.0596516566768147e-002  1.7660792880339875e-002
 1.7750681002227616e-005  2.2608290819674151e-001  8.8352361881071786e+034  7.2928318895913012e+014 -4.0311831497211759e-001  4.0642204756211869e-001  3.0594490144146988e-002  1.7659096993869163e-002
 2.2556910798385556e-005  2.4488363964451929e-001  8.8341870453933559e+034  7.2925094971798437e+014 -4.0310420941432651e-001  4.0640615293635113e-001  3.0592113274523797e-002  1.7657107842320552e-002
 2.8662594467653540e-005  2.6524237047388100e-001  8.8329565873683920e+034  7.2921313650495512e+014 -4.0308766514710825e-001  4.0638750994486689e-001  3.0589325587096292e-002  1.7654774912814756e-002
 3.6418134854671839e-005  2.8728674090841810e-001  8.8315136250472158e+034  7.2916878964287775e+014 -4.0306826231660381e-001  4.0636564529304980e-001  3.0586056399315727e-002  1.7652039067279017e-002
 4.6267968061626787e-005  3.1115445182757162e-001  8.8298216593385928e+034  7.2911678573655000e+014 -4.0304550945130474e-001  4.0634000490402344e-001  3.0582222988626510e-002  1.7648831097894693e-002
 5.8775576256557648e-005  3.3699395057332626e-001  8.8278379975107996e+034  7.2905581030833887e+014 -4.0301883149474005e-001  4.0630994040148305e-001  3.0577728586935991e-002  1.7645070051187855e-002
 7.4655045891467204e-005  3.6496513384217594e-001  8.8255127303399854e+034  7.2898432607152837e+014 -4.0298755593160618e-001  4.0627469343200778e-001  3.0572460057997297e-002  1.7640661287695428e-002
 9.4810831658956297e-005  3.9524005881785818e-001  8.8227875508724839e+034  7.2890053622549512e+014 -4.0295089673864032e-001  4.0623337751957644e-001  3.0566285213967457e-002  1.7635494240949345e-002
 1.2038778216687575e-004  4.2800365046065092e-001  8.8195943942470259e+034  7.2880234210043112e+014 -4.0290793586715035e-001  4.0618495711591313e-001  3.0559049723845218e-002  1.7629439836669258e-002
 1.5283396076094745e-004  4.6345438881255485e-001  8.8158538769058801e+034  7.2868729443058862e+014 -4.0285760194318149e-001  4.0612822348451355e-001  3.0550573563705583e-002  1.7622347530887331e-002
 1.9397936481469329e-004  5.0180495514837864e-001  8.8114735130419519e+034  7.2855253750090862e+014 -4.0279864585689984e-001  4.0606176703705760e-001  3.0540646957211367e-002  1.7614041924750523e-002
 2.4613431769158415e-004  5.4328280963362530e-001  8.8063456866453152e+034  7.2839474540211487e+014 -4.0272961290922310e-001  4.0598394573299168e-001  3.0529025755595674e-002  1.7604318914639011e-002
 3.1221208342766145e-004  5.8813066567386285e-001  8.8003453595273551e+034  7.2821004965735762e+014 -4.0264881119693874e-001  4.0589284916277696e-001  3.0515426210270723e-002  1.7592941339948834e-002
 3.9588113052549829e-004  6.3660681720682555e-001  8.7933274998633451e+034  7.2799395756697075e+014 -4.0255427595539672e-001  4.0578625797110196e-001  3.0499519099862375e-002  1.7579634098633432e-002
 5.0175342962560318e-004  6.8898526469335653e-001  8.7851242229529727e+034  7.2774126078019212e+014 -4.0244372965062331e-001  4.0566159834942311e-001  3.0480923188669500e-002  1.7564078713989451e-002
 6.3561616989333517e-004  7.4555557349034995e-001  8.7755416471084229e+034  7.2744593387316950e+014 -4.0231453773339604e-001  4.0551589145164280e-001  3.0459198017643404e-002  1.7545907357194336e-002
 8.0471524791310314e-004  8.0662238477213544e-001  8.7643564841255216e+034  7.2710102312740925e+014 -4.0216366015245075e-001  4.0534569778002899e-001  3.0433836064831975e-002  1.7524696361190754e-002
 1.0180997017729398e-003  8.7250448457513696e-001  8.7513124071587204e+034  7.2669852630461262e+014 -4.0198759899141506e-001  4.0514705687125663e-001  3.0404254363153384e-002  1.7499959305474648e-002
 1.2870367502853142e-003  9.4353332158862502e-001  8.7361162706246514e+034  7.2622926505011500e+014 -4.0178234296535326e-001  4.0491542300792444e-001  3.0369785732993402e-002  1.7471139811252312e-002
 1.6255069905507897e-003  1.0200508501977419e+000  8.7184342985903532e+034  7.2568275267658050e+014 -4.0154331000959748e-001  4.0464559821308399e-001  3.0329669879080479e-002  1.7437604265318887e-002
 2.0507882460746463e-003  1.1024065638333100e+000  8.6978884112542459e+034  7.2504706152538287e+014 -4.0126528983504883e-001  4.0433166447598989e-001  3.0283044718397600e-002  1.7398634791359623e-002
 2.5841340736535894e-003  1.1909535775084263e+000  8.6740529241409663e+034  7.2430869590137550e+014 -4.0094238912221519e-001  4.0396691802056955e-001  3.0228938449977157e-002  1.7353422910277166e-002
 3.2515484577946437e-003  1.2860436210247941e+000  8.6464519306636947e+034  7.2345247872027037e+014 -4.0056798297802493e-001  4.0354380946282176e-001  3.0166263046767970e-002  1.7301064475109328e-002
 4.0846511035605290e-003  1.3880208200983761e+000  8.6145577626682397e+034  7.2246146243308387e+014 -4.0013467735733071e-001  4.0305389488212129e-001  3.0093810037990141e-002  1.7240556625417076e-002
 5.1216173477254025e-003  1.4972141766541631e+000  8.5777910091029779e+034  7.2131687734680812e+014 -3.9963428829038711e-001  4.0248780408155055e-001  3.0010249639762919e-002  1.7170797667046711e-002
 6.4081625599562006e-003  1.6139287170098493e+000  8.5355226494077766e+034  7.1999813286656475e+014 -3.9905784484385520e-001  4.0183523349141104e-001  2.9914134443367602e-002  1.7090590919218794e-002
 7.9985228869975736e-003  1.7384353620626101e+000  8.4870789098721171e+034  7.1848288917764250e+014 -3.9839562360091324e-001  4.0108497226102235e-001  2.9803909072093623e-002  1.6998653703990448e-002
 9.9563628552239367e-003  1.8709596891403752e+000  8.4317494573555404e+034  7.1674721765738587e+014 -3.9763722283744923e-001  4.0022497049218819e-001  2.9677927177395914e-002  1.6893632639820889e-002
 1.2355517241875454e-002  2.0116698989949304e+000  8.3687994810828757e+034  7.1476586743689837e+014 -3.9677168420685976e-001  3.9924245827666871e-001  2.9534477022605855e-002  1.6774126285724136e-002
 1.5280452597258279e-002  2.1606644654441709e+000  8.2974860553063186e+034  7.1251265228840150e+014 -3.9578766832099910e-001  3.9812412281890264e-001  2.9371816598613772e-002  1.6638715899841436e-002
 1.8826317097980067e-002  2.3179601135313401e+000  8.2170789048929306e+034  7.0996096576573187e+014 -3.9467368787282092e-001  3.9685634809609166e-001  2.9188218633286245e-002  1.6486004567301427e-002
 2.3098441439977125e-002  2.4834809206348818e+000  8.1268853076280769e+034  7.0708442306505362e+014 -3.9341839776877835e-001  3.9542551714811314e-001  2.8982025022241568e-002  1.6314664224166320e-002
 2.8211164027123356e-002  2.6570494331658030e+000  8.0262783790094808e+034  7.0385761568739862e+014 -3.9201093624718814e-001  3.9381837130222735e-001  2.8751709150197851e-002  1.6123489185870001e-002
 3.4285885591468765e-002  2.8383807070226483e+000  7.9147274442417292e+034  7.0025695070244562e+014 -3.9044130459630838e-001  3.9202241387804204e-001  2.8495943387387934e-002  1.5911453766352092e-002
 4.1448313668266554e-002  3.0270800862771248e+000  7.7918286841432758e+034  6.9626153204328900e+014 -3.8870076664303171e-001  3.9002633901264366e-001  2.8213667896961267e-002  1.5677770590183358e-002
 4.9824933650850410e-002  3.2226453197049292e+000  7.6573338435457778e+034  6.9185402923809562e+014 -3.8678224372166686e-001  3.8782046025969819e-001  2.7904155882572834e-002  1.5421945389024715e-002
 5.9538832620636077e-002  3.4244732890282710e+000  7.5111746111176223e+034  6.8702147215814900e+014 -3.8468067749656837e-001  3.8539710905445435e-001  2.7567068419987899e-002  1.5143823019911139e-002
 7.0705091912586296e-002  3.6318712216059246e+000  7.3534803931086016e+034  6.8175590937377212e+014 -3.8239333275280585e-001  3.8275097483338905e-001  2.7202496465652891e-002  1.4843621593113192e-002
 8.3426038716465700e-002  3.8440718405195158e+000  7.1845876359321238e+034  6.7605487601769575e+014 -3.7992001555426580e-001  3.7987936072245709e-001  2.6810986386775242e-002  1.4521951386219551e-002
 9.7786691002796453e-002  4.0602515330048785e+000  7.0050395646728784e+034  6.6992163296661237e+014 -3.7726318879060933e-001  3.7678233397386485e-001  2.6393544079019681e-002  1.4179815297676720e-002
 1.1385073349344320e-001  4.2795503547776246e+000  6.8155760959721741e+034  6.6336515874927062e+014 -3.7442797618806578e-001  3.7346276061439593e-001  2.5951617312104665e-002  1.3818590481176170e-002
 1.3165732277634742e-001  4.5010925731820253e+000  6.6171146133482082e+034  6.5639989446416025e+014 -3.7142205592837235e-001  3.6992621692248318e-001  2.5487052512290942e-002  1.3439990036330502e-002
 1.5121894321140783e-001  4.7240064956293848e+000  6.4107231120866769e+034  6.4904527721158950e+014 -3.6825545453025127e-001  3.6618080416614041e-001  2.5002040147730432e-002  1.3046012871278186e-002
 1.7252043519149809e-001  4.9474425099725963e+000  6.1975878092688498e+034  6.4132510275222950e+014 -3.6494025923571677e-001  3.6223688176953694e-001  2.4499050775314841e-002  1.2638884430099912e-002
 1.9551920975796203e-001  5.1705885399342479e+000  5.9789776112287071e+034  6.3326676225984887e+014 -3.6149027189920485e-001  3.5810672859624876e-001  2.3980756462350476e-002  1.2220987774047638e-002
 2.2014656490789228e-001  5.3926824368448072e+000  5.7562078278768423e+034  6.2490041000320075e+014 -3.5792062906154321e-001  3.5380415927187975e-001  2.3449943571181815e-002  1.1794790120300477e-002
 2.4630994163191489e-001  5.6130211366318656e+000  5.5306052667116780e+034  6.1625812918641400e+014 -3.5424741183749620e-001  3.4934414734668501e-001  2.2909446394067126e-002  1.1362781302312767e-002
 2.7389590783830708e-001  5.8309666735959809e+000  5.3034764131336620e+034  6.0737312812794087e+014 -3.5048726609753189e-001  3.4474244529505532e-001  2.2362075495055870e-002  1.0927411678381457e-002
 3.0277363685191905e-001  6.0459493389096730e+000  5.0760798960596831e+034  5.9827900314319037e+014 -3.4665704902750516e-001  3.4001522106889498e-001  2.1810546754277450e-002  1.0491033947998597e-002
 3.3279865078167736e-001  6.2574683953846080e+000  4.8496039263027254e+034  5.8900908440847525e+014 -3.4277351332211209e-001  3.3517874994705288e-001  2.1257443234965853e-002  1.0055867541450193e-002
 3.6381662142597998e-001  6.4650908185271048e+000  4.6251489394388353e+034  5.7959586394393662e+014 -3.3885303562720415e-001  3.3024910976556787e-001  2.0705165849274228e-002  9.6239591849031428e-003
 3.9566705588718881e-001  6.6684485379899616e+000  4.4037153070092223e+034  5.7007054842793237e+014 -3.3491139185867880e-001  3.2524194738537043e-001  2.0155904528660163e-002  9.1971600472542606e-003
 4.2818673499468968e-001  6.8672346095435302e+000  4.1861957072715977e+034  5.6046274217070919e+014 -3.3096357907676027e-001  3.2017232330723899e-001  1.9611628787633097e-002  8.7771168453050045e-003
 4.6121281144714166e-001  7.0611986979572281e+000  3.9733715861800920e+034  5.5080020933020550e+014 -3.2702368122792969e-001  3.1505456402347509e-001  1.9074066659548104e-002  8.3652574040645918e-003
 4.9458551075717805e-001  7.2501421883742578e+000  3.7659130578984811e+034  5.4110870435055275e+014 -3.2310477456113118e-001  3.0990216944398746e-001  1.8544716228318447e-002  7.9628009654926675e-003
 5.2815040910579292e-001  7.4339131780936398e+000  3.5643815762853692e+034  5.3141185966915350e+014 -3.1921886771914565e-001  3.0472770952802192e-001  1.8024838942947874e-002  7.5707536169202115e-003
 5.6176028748459650e-001  7.6124015334943964e+000  3.3692347348457854e+034  5.2173116774912881e+014 -3.1537687134691988e-001  2.9954280964275620e-001  1.7515478085336381e-002  7.1899274001251071e-003
 5.9527658002087014e-001  7.7855341383642997e+000  3.1808326106080930e+034  5.1208600727781200e+014 -3.1158859225540936e-001  2.9435813148627921e-001  1.7017467560400276e-002  6.8209475047364731e-003
 6.2857044600716883e-001  7.9532704234873046e+000  2.9994451475325084e+034  5.0249369812333819e+014 -3.0786274735313068e-001  2.8918338573146674e-001  1.6531450432914364e-002  6.4642720275011889e-003
 6.6152350310114771e-001  8.1155982313443680e+000  2.8252601551130536e+034  4.9296956324007687e+014 -3.0420699304476795e-001  2.8402733626798954e-001  1.6057896301117751e-002  6.1202051915685302e-003
 6.9402826310160382e-001  8.2725300436114644e+000  2.6583915774181502e+034  4.8352703144098712e+014 -3.0062796631436245e-001  2.7889783369099724e-001  1.5597118810912941e-002  5.7889157576095172e-003
 7.2598831357602611e-001  8.4240995671782244e+000  2.4988877575172418e+034  4.7417777966977875e+014 -2.9713133452445517e-001  2.7380186954954927e-001  1.5149294580928752e-002  5.4704536765981049e-003
 7.5731828631874676e-001  8.5703586711471917e+000  2.3467394925399029e+034  4.6493185624606762e+014 -2.9372185124625849e-001  2.6874562118346773e-001  1.4714479355322082e-002  5.1647662199209949e-003
 7.8794365085770190e-001  8.7113746638295186e+000  2.2018877317486547e+034  4.5579777386520044e+014 -2.9040341577863937e-001  2.6373449770040824e-001  1.4292627590763064e-002  4.8717132609798043e-003
 8.1780036837902725e-001  8.8472278896908652e+000  2.0642308147143541e+034  4.4678263179985550e+014 -2.8717913451024024e-001  2.5877318818283052e-001  1.3883606905665636e-002  4.5910813406552170e-003
 8.4683443853692453e-001  8.9780096077344318e+000  1.9336311808665363e+034  4.3789226953427481e+014 -2.8405138300107541e-001  2.5386571309023342e-001  1.3487212654319080e-002  4.3225967891162278e-003
 8.7500136638860004e-001  9.1038201260103868e+000  1.8099215164030388e+034  4.2913138596600644e+014 -2.8102186763508374e-001  2.4901547434035978e-001  1.3103180108482621e-002  4.0659384373240310e-003
 9.0226557278892616e-001  9.2247671711404209e+000  1.6929103280156019e+034  4.2050362682338400e+014 -2.7809168586062760e-001  2.4422530617100810e-001  1.2731198098067881e-002  3.8207463097439760e-003
 9.2859976834960090e-001  9.3409644691933948e+000  1.5823869489032594e+034  4.1201169355651919e+014 -2.7526138433606617e-001  2.3949752653555695e-001  1.2370918669900113e-002  3.5866341840850380e-003
 9.5398430823474079e-001  9.4525305047012793e+000  1.4781259932702180e+034  4.0365745992032387e+014 -2.7253101473927899e-001  2.3483398762146585e-001  1.2021966688376306e-002  3.3631927876342032e-003
 9.7840654122488280e-001  9.5595874389706221e+000  1.3798912871238418e+034  3.9544206443378562e+014 -2.6990018684174633e-001  2.3023612346239053e-001  1.1683946883522376e-002  3.1500039534742559e-003
 1.0018601639693223e+000  9.6622601711185112e+000  1.2874393085660453e+034  3.8736596977696075e+014 -2.6736811855651832e-001  2.2570496874905760e-001  1.1356451985216126e-002  2.9466382653834853e-003
 1.0243445892531857e+000  9.7606755248624637e+000  1.2005221735639595e+034  3.7942905560841925e+014 -2.6493368282106611e-001  2.2124121411239150e-001  1.1039067153657663e-002  2.7526711259544413e-003
 1.0458643354333468e+000  9.8549615365940486e+000  1.1188902036275771e+034  3.7163070474562187e+014 -2.6259545147763375e-001  2.1684524723281023e-001  1.0731376640192473e-002  2.5676676813853111e-003
 1.0664284418541568e+000  9.9452468355007131e+000  1.0422941141245833e+034  3.6396986733094600e+014 -2.6035173604122619e-001  2.1251719083764367e-001  1.0432965966992214e-002  2.3912111841365982e-003
 1.0860499138177633e+000  1.0031660107666953e+001  9.7048686072495027e+033  3.5644509249544444e+014 -2.5820062530280413e-001  2.0825689831884664e-001  1.0143427919655000e-002  2.2228982826783673e-003
 1.1047451997958724e+000  1.0114329631470719e+001  9.0322517921552784e+033  3.4905460205695294e+014 -2.5614001990213175e-001  2.0406401375981692e-001  9.8623622191276704e-003  2.0623367972212648e-003
 1.1225337025295075e+000  1.0193382872231705e+001  8.4027085208176275e+033  3.4179632938172719e+014 -2.5416766404518132e-001  1.9993799496755771e-001  9.5893791831406418e-003  1.9090793968848060e-003
 1.1394373247251501e+000  1.0268946129486469e+001  7.8139173355237394e+033  3.3466797787084000e+014 -2.5228117445646858e-001  1.9587814228752132e-001  9.3241003230021199e-003  1.7627784954919771e-003
 1.1554800494514099e+000  1.0341144230896361e+001  7.2636256230042768e+033  3.2766704886484412e+014 -2.5047806667951167e-001  1.9188359746478784e-001  9.0661626504627973e-003  1.6232499436131828e-003
 1.1706875549041729e+000  1.0410100265897592e+001  6.7496558843461793e+033  3.2079088859548937e+014 -2.4875577889384920e-001  1.8795338724291147e-001  8.8152164412524780e-003  1.4900041554722001e-003
 1.1850868627138444e+000  1.0475935356148410e+001  6.2699103924021972e+033  3.1403671208395950e+014 -2.4711169334293273e-001  1.8408643451760251e-001  8.5709269162836266e-003  1.3621437301437555e-003
 1.1987060188037890e+000  1.0538768455494669e+001  5.8223744545487755e+033  3.0740164707610400e+014 -2.4554315559567036e-001  1.8028157937590675e-001  8.3329744052941211e-003  1.2401891176999878e-003
 1.2115738054247296e+000  1.0598716177891426e+001  5.4051184801685617e+033  3.0088275835961637e+014 -2.4404749173559312e-001  1.7653759154110993e-001  8.1010551841029805e-003  1.1254464721734980e-003
 1.2146767724400527e+000  1.0613265699087183e+001  5.3053178039089452e+033  2.9927083928785931e+014 -2.4368464836448289e-001  1.7561095614231767e-001  8.0439839862954630e-003  1.0975334895806732e-003
 1.2165170802938714e+000  1.0621913012269859e+001  5.2462786460578980e+033  2.9830706373681494e+014 -2.4346903080008542e-001  1.7505675406018639e-001  8.0099117985367521e-003  1.0808284215613640e-003
 1.2183414055724762e+000  1.0630498988064227e+001  5.1878631051714254e+033  2.9734580763979619e+014 -2.4325496855197393e-001  1.7450388094080446e-001  7.9759663741563128e-003  1.0641276318439849e-003
 1.2201498479379389e+000  1.0639024003118463e+001  5.1300652439914661e+033  2.9638706080577444e+014 -2.4304245260603044e-001  1.7395233235736138e-001  7.9421467920183040e-003  1.0474102715466148e-003
 1.2219425071174215e+000  1.0647488432728418e+001  5.0728791689156104e+033  2.9543081305171644e+014 -2.4283147395629157e-001  1.7340210388005212e-001  7.9084521373201308e-003  1.0306570951811016e-003
 1.2237194828879858e+000  1.0655892650829495e+001  5.0162990299483585e+033  2.9447705420386819e+014 -2.4262202360583601e-001  1.7285319107678396e-001  7.8748815016203497e-003  1.0138504676491288e-003
 1.2254808750616915e+000  1.0664237029988870e+001  4.9603190206452225e+033  2.9352577409901469e+014 -2.4241409256765425e-001  1.7230558951387129e-001  7.8414339828652702e-003  9.9697437376008633e-004
 1.2272267834709765e+000  1.0672521941397893e+001  4.9049333780498747e+033  2.9257696258656356e+014 -2.4220767186550049e-001  1.7175929475457224e-001  7.8081086857813313e-003  9.8001655150769845e-004
 1.2289573079543239e+000  1.0680747754864422e+001  4.8501363826244199e+033  2.9163060954947844e+014 -2.4200275253473194e-001  1.7121430231000759e-001  7.7749047304020808e-003  9.6301688050473338e-004
 1.2306725483422147e+000  1.0688914838805031e+001  4.7959223581729399e+033  2.9068670490582375e+014 -2.4179932562314257e-001  1.7067060763888017e-001  7.7418212522025352e-003  9.4606459891884739e-004
 1.2323726044433465e+000  1.0697023560237863e+001  4.7422856717588270e+033  2.8974523858953962e+014 -2.4159738219176727e-001  1.7012820619952465e-001  7.7088573933027519e-003  9.2924580983085113e-004
 1.2340575760311214e+000  1.0705074284775819e+001  4.6892207336160750e+033  2.8880620055060494e+014 -2.4139691331566446e-001  1.6958709345300307e-001  7.6760123020678406e-003  9.1264105811825333e-004
 1.2357275628304021e+000  1.0713067376620089e+001  4.6367219970545531e+033  2.8786958075615419e+014 -2.4119791008468050e-001  1.6904726486372623e-001  7.6432851331283006e-003  8.9632545140192583e-004
 1.2373826645045354e+000  1.0721003198553795e+001  4.5847839583594449e+033  2.8693536919157156e+014 -2.4100036360419883e-001  1.6850871590006325e-001  7.6106750473994723e-003  8.8036884740320389e-004
 1.2390229806426407e+000  1.0728882111935885e+001  4.5334011566850420e+033  2.8600355586156194e+014 -2.4080426499587185e-001  1.6797144203494033e-001  7.5781812120998037e-003  8.6483610015187498e-004
 1.2406486107471577e+000  1.0736704476695198e+001  4.4825681739430428e+033  2.8507413079120225e+014 -2.4060960539833720e-001  1.6743543874642666e-001  7.5458028007681036e-003  8.4978735794061992e-004
 1.2422596542216540e+000  1.0744470651324738e+001  4.4322796346855546e+033  2.8414708402696894e+014 -2.4041637596791784e-001  1.6690070151831030e-001  7.5135389932797572e-003  8.3527840650194024e-004
 1.2438562103588864e+000  1.0752180992876081e+001  4.3825302059829238e+033  2.8322240563774644e+014 -2.4022456787930657e-001  1.6636722584066196e-001  7.4813889758619904e-003  8.2136105156796848e-004
 1.2454383783291167e+000  1.0759835856954075e+001  4.3333145972965971e+033  2.8230008571581306e+014 -2.4003417232623489e-001  1.6583500721038835e-001  7.4493519411080802e-003  8.0808353574298418e-004
