8.36757240e+05 9.00114155e+02 1.22114724e+08 0.00000000e+00 6.07351813e+32 8.16729952e+32
8.36756812e+05 9.00114155e+02 1.22114606e+08 0.00000000e+00 6.07351813e+32 8.16728281e+32
8.36752687e+05 9.00114156e+02 1.22113470e+08 0.00000000e+00 6.07351813e+32 8.16712175e+32
8.36720709e+05 9.00114159e+02 1.22104663e+08 0.00000000e+00 6.07351813e+32 8.16587335e+32
8.36573416e+05 9.00114190e+02 1.22064103e+08 0.00000000e+00 6.07351812e+32 8.16012491e+32
8.36100886e+05 9.00114508e+02 1.21934022e+08 0.00000000e+00 6.07351810e+32 8.14170386e+32
8.34822045e+05 9.00117679e+02 1.21582305e+08 0.00000000e+00 6.07351787e+32 8.09200612e+32
8.32150466e+05 9.00149388e+02 1.20849086e+08 0.00000000e+00 6.07351554e+32 7.98891885e+32
8.28503411e+05 9.00466486e+02 1.19851513e+08 0.00000000e+00 6.07349315e+32 7.84978515e+32
8.25644631e+05 9.03637465e+02 1.19072274e+08 0.00000000e+00 6.07329271e+32 7.74200077e+32
8.25053740e+05 9.06808445e+02 1.18911508e+08 0.00000000e+00 6.07307149e+32 7.71986162e+32
8.24848333e+05 9.09979424e+02 1.18855647e+08 0.00000000e+00 6.07281985e+32 7.71217668e+32
8.24748905e+05 9.13150403e+02 1.18828611e+08 0.00000000e+00 6.07254144e+32 7.70845883e+32
8.24691311e+05 9.16321382e+02 1.18812952e+08 0.00000000e+00 6.07224293e+32 7.70630587e+32
8.24654879e+05 9.19492361e+02 1.18803047e+08 0.00000000e+00 6.07193037e+32 7.70494419e+32
8.24630700e+05 9.22663341e+02 1.18796473e+08 0.00000000e+00 6.07160831e+32 7.70404059e+32
8.24614085e+05 9.25834320e+02 1.18791956e+08 0.00000000e+00 6.07127998e+32 7.70341972e+32
8.24602276e+05 9.29005299e+02 1.18788746e+08 0.00000000e+00 6.07094753e+32 7.70297847e+32
8.24593561e+05 9.32176278e+02 1.18786377e+08 0.00000000e+00 6.07061239e+32 7.70265283e+32
8.24586850e+05 9.35347257e+02 1.18784552e+08 0.00000000e+00 6.07027550e+32 7.70240207e+32
8.24581440e+05 9.38518237e+02 1.18783082e+08 0.00000000e+00 6.06993749e+32 7.70219995e+32
8.24576877e+05 9.41689216e+02 1.18781841e+08 0.00000000e+00 6.06959875e+32 7.70202946e+32
8.24572865e+05 9.44860195e+02 1.18780751e+08 0.00000000e+00 6.06925954e+32 7.70187956e+32
