 5.0003194e+03   3.3837825e+09
 2.9725589e+05   3.3910343e+09
 5.0003194e+03   3.3837825e+09
 2.9725589e+05   3.3910343e+09
 5.0003194e+03   3.3837825e+09
 2.9725589e+05   3.3910343e+09
 5.0003194e+03   3.3837825e+09
 2.9725589e+05   3.3910343e+09
 4.1654790e+05   3.3967506e+09
 4.1654790e+05   3.3967506e+09
 4.1654790e+05   3.3967506e+09
 4.1654790e+05   3.3967506e+09
 5.0542851e+05   3.4014144e+09
 5.0542851e+05   3.4014144e+09
 5.0542851e+05   3.4014144e+09
 5.0542851e+05   3.4014144e+09
 5.7806320e+05   3.4055274e+09
 5.7806320e+05   3.4055274e+09
 5.7806320e+05   3.4055274e+09
 5.7806320e+05   3.4055274e+09
 6.3979527e+05   3.4089605e+09
 6.3979527e+05   3.4089605e+09
 6.3979527e+05   3.4089605e+09
 6.3979527e+05   3.4089605e+09
 6.9362747e+05   3.4116620e+09
 6.9362747e+05   3.4116620e+09
 6.9362747e+05   3.4116620e+09
 6.9362747e+05   3.4116620e+09
 7.4132022e+05   3.4136263e+09
 7.4132022e+05   3.4136263e+09
 7.4132022e+05   3.4136263e+09
 7.4132022e+05   3.4136263e+09
 7.8375600e+05   3.4148900e+09
 7.8375600e+05   3.4148900e+09
 7.8375600e+05   3.4148900e+09
 7.8375600e+05   3.4148900e+09
 8.2193599e+05   3.4155027e+09
 8.2193599e+05   3.4155027e+09
 8.2193599e+05   3.4155027e+09
 8.2193599e+05   3.4155027e+09
 8.5646588e+05   3.4155123e+09
 8.5646588e+05   3.4155123e+09
 8.5646588e+05   3.4155123e+09
 8.5646588e+05   3.4155123e+09
 8.8756463e+05   3.4150275e+09
 8.8756463e+05   3.4150275e+09
 8.8756463e+05   3.4150275e+09
 8.8756463e+05   3.4150275e+09
 9.1575303e+05   3.4141463e+09
 9.1575303e+05   3.4141463e+09
 9.1575303e+05   3.4141463e+09
 9.1575303e+05   3.4141463e+09
 9.4133074e+05   3.4129566e+09
 9.4133074e+05   3.4129566e+09
 9.4133074e+05   3.4129566e+09
 9.4133074e+05   3.4129566e+09
 9.6452678e+05   3.4116052e+09
 9.6452678e+05   3.4116052e+09
 9.6452678e+05   3.4116052e+09
 9.6452678e+05   3.4116052e+09
 9.8554337e+05   3.4102615e+09
 9.8554337e+05   3.4102615e+09
 9.8554337e+05   3.4102615e+09
 9.8554337e+05   3.4102615e+09
 1.0044896e+06   3.4091151e+09
 1.0044896e+06   3.4091151e+09
 1.0044896e+06   3.4091151e+09
 1.0044896e+06   3.4091151e+09
 1.0216191e+06   3.4083520e+09
 1.0216191e+06   3.4083520e+09
 1.0216191e+06   3.4083520e+09
 1.0216191e+06   3.4083520e+09
 1.0370807e+06   3.4082588e+09
 1.0370807e+06   3.4082588e+09
 1.0370807e+06   3.4082588e+09
 1.0370807e+06   3.4082588e+09
 1.0510122e+06   3.4088756e+09
 1.0510122e+06   3.4088756e+09
