 6.3419584e-08  1.2147821e+10   7.2469213e+06
 6.6590563e-08  1.2144694e+10   7.2461841e+06
 6.9761542e-08  1.2141573e+10   7.2454482e+06
 7.2932522e-08  1.2138457e+10   7.2447135e+06
 7.6103501e-08  1.2135348e+10   7.2439802e+06
 7.9274480e-08  1.2132244e+10   7.2432480e+06
 8.2445459e-08  1.2129146e+10   7.2425171e+06
 8.5616438e-08  1.2126054e+10   7.2417875e+06
 8.8787418e-08  1.2122968e+10   7.2410591e+06
 9.1958397e-08  1.2119888e+10   7.2403320e+06
 9.5129376e-08  1.2116813e+10   7.2396061e+06
 9.8300355e-08  1.2113743e+10   7.2388814e+06
 1.0147133e-07  1.2110680e+10   7.2381579e+06
 1.3318113e-07  1.2080104e+10   7.2309314e+06
 1.6489092e-07  1.2050087e+10   7.2238261e+06
 1.9660071e-07  1.2020610e+10   7.2168382e+06
 2.2831050e-07  1.1991657e+10   7.2099645e+06
 2.6002029e-07  1.1963233e+10   7.2032065e+06
 2.9173009e-07  1.1935318e+10   7.1965603e+06
 3.2343988e-07  1.1907897e+10   7.1900224e+06
 3.5514967e-07  1.1880954e+10   7.1835894e+06
 3.8685946e-07  1.1854472e+10   7.1772581e+06
 4.1856925e-07  1.1828437e+10   7.1710254e+06
 4.5027905e-07  1.1802836e+10   7.1648884e+06
 4.8198884e-07  1.1777655e+10   7.1588442e+06
 5.1369863e-07  1.1752882e+10   7.1528902e+06
 5.4540842e-07  1.1728503e+10   7.1470237e+06
 5.7711821e-07  1.1704508e+10   7.1412423e+06
 6.0882801e-07  1.1680886e+10   7.1355436e+06
 6.4053780e-07  1.1657625e+10   7.1299254e+06
 6.7224759e-07  1.1634716e+10   7.1243854e+06
 7.0395738e-07  1.1612148e+10   7.1189216e+06
 7.3566717e-07  1.1589913e+10   7.1135320e+06
 7.6737697e-07  1.1568000e+10   7.1082146e+06
 7.9908676e-07  1.1546403e+10   7.1029675e+06
 8.3079655e-07  1.1525112e+10   7.0977891e+06
 8.6250634e-07  1.1504118e+10   7.0926775e+06
 8.9421613e-07  1.1483416e+10   7.0876311e+06
 9.2592593e-07  1.1462996e+10   7.0826483e+06
 9.5763572e-07  1.1442852e+10   7.0777275e+06
 9.8934551e-07  1.1422978e+10   7.0728673e+06
 1.0210553e-06  1.1403365e+10   7.0680663e+06
 1.3381532e-06  1.1209911e+10   7.0204396e+06
 1.6552511e-06  1.1040167e+10   6.9782390e+06
 1.9723491e-06  1.0889116e+10   6.9403543e+06
 2.2894470e-06  1.0753499e+10   6.9060689e+06
 2.6065449e-06  1.0630862e+10   6.8748391e+06
 2.9236428e-06  1.0519018e+10   6.8461673e+06
 3.2407407e-06  1.0416287e+10   6.8196688e+06
 3.5578387e-06  1.0321351e+10   6.7950399e+06
 3.8749366e-06  1.0233156e+10   6.7720366e+06
 4.1920345e-06  1.0150845e+10   6.7504598e+06
 4.5091324e-06  1.0073715e+10   6.7301449e+06
 4.8262303e-06  1.0001181e+10   6.7109543e+06
 5.1433283e-06  9.9327495e+09   6.6927741e+06
 5.4604262e-06  9.8681504e+09   6.6755424e+06
 5.7775241e-06  9.8070256e+09   6.6591746e+06
 6.0946220e-06  9.7490365e+09   6.6435893e+06
 6.4117199e-06  9.6938910e+09   6.6287162e+06
 6.7288179e-06  9.6413360e+09   6.6144940e+06
 7.0459158e-06  9.5911501e+09   6.6008691e+06
 7.3630137e-06  9.5431388e+09   6.5877942e+06
 7.6801116e-06  9.4971304e+09   6.5752273e+06
 7.9972095e-06  9.4529724e+09   6.5631312e+06
 8.3143075e-06  9.4105290e+09   6.5514724e+06
 8.6314054e-06  9.3696785e+09   6.5402212e+06
 8.9485033e-06  9.3303114e+09   6.5293504e+06
 9.2656012e-06  9.2923293e+09   6.5188357e+06
 9.5826991e-06  9.2556428e+09   6.5086550e+06
 9.8997971e-06  9.2201710e+09   6.4987882e+06
 1.0216895e-05  9.1858402e+09   6.4892168e+06
